id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
426,2015.0,4.0,Satisfaccion mínima,Mujer,0-11,1179.0,733747511253000.0,162425248875000.0,Vivienda,Cuajimalpa de Morelos
427,2015.0,4.0,Satisfaccion mínima,Mujer,30-44,2076.0,1330424498940.0,2821575501060.0,Vivienda,Cuajimalpa de Morelos
428,2015.0,4.0,Estrato medio,Hombre,30-44,4580.0,314381390183000.0,601618609817000.0,Vivienda,Cuajimalpa de Morelos
429,2015.0,4.0,Estrato medio,Mujer,No especificado,8.0,-130974840062000.0,290974840062000.0,Vivienda,Cuajimalpa de Morelos
430,2015.0,4.0,Estrato alto,Hombre,0-11,1604.0,630806218985000.0,257719378102000.0,Vivienda,Cuajimalpa de Morelos
431,2015.0,4.0,Estrato alto,Hombre,12-29,4223.0,169842126333000.0,674757873667000.0,Vivienda,Cuajimalpa de Morelos
432,2015.0,4.0,Estrato alto,Hombre,60 y mas,3045.0,183737274967000.0,425262725033000.0,Vivienda,Cuajimalpa de Morelos
433,2015.0,4.0,Estrato alto,Mujer,0-11,1564.0,840964571218000.0,228703542878000.0,Vivienda,Cuajimalpa de Morelos
434,2015.0,4.0,Estrato alto,Mujer,60 y mas,3627.0,214727548288000.0,510672451712000.0,Vivienda,Cuajimalpa de Morelos
435,2015.0,5.0,Pobreza muy alta,Hombre,30-44,20006.0,1631330157400.0,2369869842600.0,Vivienda,Gustavo A. Madero
436,2015.0,5.0,Pobreza muy alta,Mujer,0-11,27136.0,230347551469000.0,312372448531000.0,Vivienda,Gustavo A. Madero
437,2015.0,5.0,Pobreza muy alta,Mujer,12-29,33634.0,283139314219000.0,389540685781000.0,Vivienda,Gustavo A. Madero
438,2015.0,5.0,Pobreza muy alta,Mujer,30-44,23930.0,196881044813000.0,281718955187000.0,Vivienda,Gustavo A. Madero
439,2015.0,5.0,Pobreza muy alta,Mujer,45-59,11747.0,974859496077000.0,137454050392000.0,Vivienda,Gustavo A. Madero
440,2015.0,5.0,Pobreza alta,Hombre,30-44,13676.0,107657223033000.0,165862776967000.0,Vivienda,Gustavo A. Madero
441,2015.0,5.0,Pobreza alta,Hombre,60 y mas,5152.0,374767700488000.0,655632299512000.0,Vivienda,Gustavo A. Madero
442,2015.0,5.0,Pobreza moderada,Hombre,0-11,24328.0,197121106762000.0,289438893238000.0,Vivienda,Gustavo A. Madero
443,2015.0,5.0,Pobreza moderada,Hombre,30-44,28498.0,244745734636000.0,325214265364000.0,Vivienda,Gustavo A. Madero
444,2015.0,5.0,Pobreza moderada,Hombre,60 y mas,16171.0,137292026902000.0,186127973098000.0,Vivienda,Gustavo A. Madero
445,2015.0,5.0,Pobreza moderada,Hombre,No especificado,33.0,-163603372948000.0,823603372948000.0,Vivienda,Gustavo A. Madero
446,2015.0,5.0,Satisfaccion mínima,Hombre,0-11,10682.0,889583930846000.0,124681606915000.0,Vivienda,Gustavo A. Madero
447,2015.0,5.0,Satisfaccion mínima,Mujer,30-44,18102.0,156331504525000.0,205708495475000.0,Vivienda,Gustavo A. Madero
448,2015.0,5.0,Estrato medio,Hombre,60 y mas,25212.0,218079324155000.0,286160675845000.0,Vivienda,Gustavo A. Madero
449,2015.0,5.0,Estrato medio,Mujer,12-29,37457.0,32802868856000.0,42111131144000.0,Vivienda,Gustavo A. Madero
450,2015.0,5.0,Estrato alto,Hombre,30-44,11463.0,950521893203000.0,134207810680000.0,Vivienda,Gustavo A. Madero
451,2015.0,5.0,Estrato alto,Hombre,45-59,13726.0,114590708470000.0,159929291530000.0,Vivienda,Gustavo A. Madero
452,2015.0,5.0,Estrato alto,Hombre,No especificado,115.0,-759267311067000.0,305926731107000.0,Vivienda,Gustavo A. Madero
453,2015.0,5.0,Estrato alto,Mujer,45-59,17048.0,142165707855000.0,198794292145000.0,Vivienda,Gustavo A. Madero
454,2015.0,6.0,Pobreza muy alta,Hombre,0-11,5895.0,422134327233000.0,756865672767000.0,Vivienda,Iztacalco
455,2015.0,6.0,Pobreza muy alta,Hombre,60 y mas,1593.0,87397627265900.0,231202372734000.0,Vivienda,Iztacalco
456,2015.0,6.0,Pobreza muy alta,Mujer,12-29,7933.0,575325822233000.0,10112741777700.0,Vivienda,Iztacalco
457,2015.0,6.0,Pobreza muy alta,Mujer,45-59,3515.0,233189902382000.0,469810097618000.0,Vivienda,Iztacalco
458,2015.0,6.0,Pobreza alta,Hombre,0-11,4148.0,227757844479000.0,601842155521000.0,Vivienda,Iztacalco
459,2015.0,6.0,Pobreza alta,Hombre,30-44,3859.0,241551310895000.0,530248689105000.0,Vivienda,Iztacalco
460,2015.0,6.0,Pobreza alta,Hombre,45-59,2798.0,190574378814000.0,369025621186000.0,Vivienda,Iztacalco
461,2015.0,6.0,Pobreza alta,Hombre,No especificado,2.0,-349275882364000.0,749275882364000.0,Vivienda,Iztacalco
462,2015.0,6.0,Pobreza moderada,Mujer,No especificado,14.0,-214510140771000.0,494510140771000.0,Vivienda,Iztacalco
463,2015.0,6.0,Satisfaccion mínima,Hombre,0-11,5044.0,326147293674000.0,682652706326000.0,Vivienda,Iztacalco
464,2015.0,6.0,Satisfaccion mínima,Hombre,12-29,8611.0,62787864206200.0,109432135794000.0,Vivienda,Iztacalco
465,2015.0,6.0,Satisfaccion mínima,Hombre,30-44,6903.0,53379310476800.0,84680689523200.0,Vivienda,Iztacalco
466,2015.0,6.0,Satisfaccion mínima,Hombre,45-59,5867.0,424623925476000.0,748776074524000.0,Vivienda,Iztacalco
467,2015.0,6.0,Satisfaccion mínima,Mujer,No especificado,36.0,-288772697777000.0,100877269778000.0,Vivienda,Iztacalco
468,2015.0,6.0,Estrato medio,Hombre,30-44,11850.0,963458312979000.0,140654168702000.0,Vivienda,Iztacalco
469,2015.0,6.0,Estrato medio,Hombre,60 y mas,8775.0,717445310197000.0,10375546898000.0,Vivienda,Iztacalco
470,2015.0,6.0,Estrato medio,Mujer,12-29,13285.0,109147900686000.0,156552099314000.0,Vivienda,Iztacalco
471,2015.0,6.0,Estrato medio,Mujer,30-44,12670.0,10195190132800.0,15144809867200.0,Vivienda,Iztacalco
472,2015.0,6.0,Estrato medio,Mujer,60 y mas,12362.0,10296583975000.0,14427416025000.0,Vivienda,Iztacalco
473,2015.0,6.0,Estrato alto,Hombre,0-11,673.0,216730683366000.0,112926931663000.0,Vivienda,Iztacalco
474,2015.0,6.0,Estrato alto,Hombre,12-29,3567.0,245678547799000.0,467721452201000.0,Vivienda,Iztacalco
475,2015.0,6.0,Estrato alto,Hombre,45-59,4702.0,365691617719000.0,574708382281000.0,Vivienda,Iztacalco
476,2015.0,6.0,Estrato alto,Mujer,30-44,4201.0,309892462305000.0,530307537695000.0,Vivienda,Iztacalco
477,2015.0,6.0,Estrato alto,Mujer,45-59,5531.0,427184611198000.0,679015388802000.0,Vivienda,Iztacalco
478,2015.0,7.0,Pobreza muy alta,Hombre,60 y mas,8843.0,738178960106000.0,103042103989000.0,Vivienda,Iztapalapa
479,2015.0,7.0,Pobreza alta,Hombre,0-11,24196.0,210100894087000.0,273819105913000.0,Vivienda,Iztapalapa
480,2015.0,7.0,Pobreza alta,Hombre,12-29,36748.0,32701404366200.0,40794595633800.0,Vivienda,Iztapalapa
481,2015.0,7.0,Pobreza alta,Hombre,30-44,24724.0,218737895686000.0,275742104314000.0,Vivienda,Iztapalapa
482,2015.0,7.0,Pobreza alta,Mujer,0-11,25095.0,215685318670000.0,286214681330000.0,Vivienda,Iztapalapa
483,2015.0,7.0,Pobreza alta,Mujer,45-59,20131.0,175109976097000.0,227510023903000.0,Vivienda,Iztapalapa
484,2015.0,7.0,Pobreza moderada,Mujer,30-44,57767.0,531485235115000.0,623854764885000.0,Vivienda,Iztapalapa
485,2015.0,7.0,Pobreza moderada,Mujer,No especificado,314.0,402781863133000.0,587721813687000.0,Vivienda,Iztapalapa
486,2015.0,7.0,Satisfaccion mínima,Hombre,60 y mas,13506.0,118065558101000.0,152054441899000.0,Vivienda,Iztapalapa
487,2015.0,7.0,Estrato medio,Hombre,12-29,50100.0,452244615877000.0,549755384123000.0,Vivienda,Iztapalapa
488,2015.0,7.0,Estrato medio,Hombre,30-44,40606.0,367097119883000.0,445022880117000.0,Vivienda,Iztapalapa
489,2015.0,7.0,Estrato medio,Hombre,60 y mas,25588.0,226093064687000.0,285666935313000.0,Vivienda,Iztapalapa
490,2015.0,7.0,Estrato medio,Mujer,No especificado,94.0,637515510650000.0,181624844893000.0,Vivienda,Iztapalapa
491,2015.0,7.0,Estrato alto,Hombre,12-29,12642.0,102180925177000.0,150659074823000.0,Vivienda,Iztapalapa
492,2015.0,7.0,Estrato alto,Hombre,30-44,13720.0,114669079843000.0,159730920157000.0,Vivienda,Iztapalapa
493,2015.0,7.0,Estrato alto,Hombre,45-59,14455.0,122715054503000.0,166384945497000.0,Vivienda,Iztapalapa
494,2015.0,7.0,Estrato alto,Mujer,0-11,3185.0,216646267717000.0,420353732283000.0,Vivienda,Iztapalapa
495,2015.0,8.0,Pobreza muy alta,Hombre,0-11,8720.0,672482756768000.0,107151724323000.0,Vivienda,La Magdalena Contreras
496,2015.0,8.0,Pobreza muy alta,Hombre,30-44,7422.0,596684246439000.0,887715753561000.0,Vivienda,La Magdalena Contreras
497,2015.0,8.0,Pobreza alta,Hombre,12-29,4489.0,317049633393000.0,580750366607000.0,Vivienda,La Magdalena Contreras
498,2015.0,8.0,Pobreza alta,Hombre,60 y mas,1291.0,866511892012000.0,1715488107990.0,Vivienda,La Magdalena Contreras
499,2015.0,8.0,Pobreza alta,Hombre,No especificado,8.0,-124178086729000.0,284178086729000.0,Vivienda,La Magdalena Contreras
500,2015.0,8.0,Pobreza alta,Mujer,30-44,3642.0,24381291722900.0,48458708277100.0,Vivienda,La Magdalena Contreras
501,2015.0,8.0,Pobreza alta,Mujer,45-59,2663.0,197673759872000.0,334926240128000.0,Vivienda,La Magdalena Contreras
502,2015.0,8.0,Pobreza alta,Mujer,60 y mas,1600.0,112152539523000.0,207847460477000.0,Vivienda,La Magdalena Contreras
503,2015.0,8.0,Pobreza alta,Mujer,No especificado,24.0,-262772509246000.0,742772509246000.0,Vivienda,La Magdalena Contreras
504,2015.0,8.0,Pobreza moderada,Hombre,30-44,6179.0,454883154936000.0,780916845064000.0,Vivienda,La Magdalena Contreras
505,2015.0,8.0,Pobreza moderada,Mujer,12-29,8093.0,610069223098000.0,100853077690000.0,Vivienda,La Magdalena Contreras
506,2015.0,8.0,Satisfaccion mínima,Hombre,60 y mas,1295.0,89212585242800.0,169787414757000.0,Vivienda,La Magdalena Contreras
507,2015.0,8.0,Satisfaccion mínima,Mujer,0-11,1570.0,987544053030000.0,21524559469700.0,Vivienda,La Magdalena Contreras
508,2015.0,8.0,Satisfaccion mínima,Mujer,12-29,3093.0,232511397822000.0,386088602178000.0,Vivienda,La Magdalena Contreras
509,2015.0,8.0,Estrato medio,Hombre,0-11,2910.0,203077285431000.0,378922714569000.0,Vivienda,La Magdalena Contreras
510,2015.0,8.0,Estrato medio,Hombre,12-29,6239.0,48425981701600.0,76354018298400.0,Vivienda,La Magdalena Contreras
511,2015.0,8.0,Estrato medio,Hombre,60 y mas,2876.0,220639430642000.0,354560569358000.0,Vivienda,La Magdalena Contreras
512,2015.0,8.0,Estrato medio,Mujer,0-11,2282.0,178062034417000.0,278337965583000.0,Vivienda,La Magdalena Contreras
513,2015.0,8.0,Estrato medio,Mujer,12-29,5541.0,434616217438000.0,673583782562000.0,Vivienda,La Magdalena Contreras
514,2015.0,8.0,Estrato medio,Mujer,45-59,5164.0,385488224009000.0,647311775991000.0,Vivienda,La Magdalena Contreras
515,2015.0,8.0,Estrato alto,Hombre,0-11,710.0,363914053850000.0,105608594615000.0,Vivienda,La Magdalena Contreras
516,2015.0,8.0,Estrato alto,Hombre,30-44,2498.0,192199634426000.0,307400365574000.0,Vivienda,La Magdalena Contreras
517,2015.0,9.0,Pobreza muy alta,Hombre,0-11,6678.0,478442568580000.0,857157431420000.0,Vivienda,Milpa Alta
518,2015.0,9.0,Pobreza muy alta,Hombre,12-29,7468.0,511167459241000.0,982432540759000.0,Vivienda,Milpa Alta
519,2015.0,9.0,Pobreza muy alta,Hombre,45-59,2170.0,147011370251000.0,286988629749000.0,Vivienda,Milpa Alta
520,2015.0,9.0,Pobreza alta,Hombre,0-11,2072.0,125237990392000.0,289162009608000.0,Vivienda,Milpa Alta
521,2015.0,9.0,Pobreza alta,Hombre,45-59,1577.0,100763499113000.0,214636500887000.0,Vivienda,Milpa Alta
522,2015.0,9.0,Pobreza alta,Mujer,30-44,2375.0,140271146638000.0,334728853362000.0,Vivienda,Milpa Alta
523,2015.0,9.0,Pobreza alta,Mujer,60 y mas,797.0,510128359862000.0,108387164014000.0,Vivienda,Milpa Alta
524,2015.0,9.0,Pobreza moderada,Mujer,0-11,3476.0,238406146335000.0,456793853665000.0,Vivienda,Milpa Alta
525,2015.0,9.0,Pobreza moderada,Mujer,45-59,2741.0,180340421431000.0,367859578569000.0,Vivienda,Milpa Alta
526,2015.0,9.0,Pobreza moderada,Mujer,60 y mas,1944.0,136496702085000.0,252303297915000.0,Vivienda,Milpa Alta
527,2015.0,9.0,Satisfaccion mínima,Hombre,60 y mas,916.0,589506062709000.0,124249393729000.0,Vivienda,Milpa Alta
528,2015.0,9.0,Satisfaccion mínima,Mujer,12-29,1850.0,108213682276000.0,261786317724000.0,Vivienda,Milpa Alta
529,2015.0,9.0,Estrato medio,Hombre,0-11,1054.0,627210723671000.0,148078927633000.0,Vivienda,Milpa Alta
530,2015.0,9.0,Estrato medio,Hombre,60 y mas,956.0,624260736738000.0,12877392632600.0,Vivienda,Milpa Alta
531,2015.0,9.0,Estrato medio,Mujer,30-44,1912.0,127045850172000.0,255354149828000.0,Vivienda,Milpa Alta
532,2015.0,9.0,Estrato alto,Hombre,12-29,582.0,213651937389000.0,950348062611000.0,Vivienda,Milpa Alta
533,2015.0,9.0,Estrato alto,Hombre,60 y mas,513.0,281531524034000.0,744468475966000.0,Vivienda,Milpa Alta
534,2015.0,9.0,Estrato alto,Mujer,12-29,480.0,283159777285000.0,676840222715000.0,Vivienda,Milpa Alta
535,2015.0,9.0,Estrato alto,Mujer,45-59,714.0,486837670008000.0,941162329992000.0,Vivienda,Milpa Alta
536,2015.0,9.0,Estrato alto,Mujer,60 y mas,637.0,366760529268000.0,907239470732000.0,Vivienda,Milpa Alta
537,2015.0,10.0,Pobreza muy alta,Hombre,45-59,8387.0,641950137759000.0,10354498622400.0,Vivienda,Álvaro Obregón
538,2015.0,10.0,Pobreza alta,Hombre,30-44,7768.0,627825470190000.0,925774529810000.0,Vivienda,Álvaro Obregón
539,2015.0,10.0,Pobreza alta,Mujer,30-44,9137.0,764746813397000.0,106265318660000.0,Vivienda,Álvaro Obregón
540,2015.0,10.0,Pobreza alta,Mujer,45-59,6704.0,535413705330000.0,805386294670000.0,Vivienda,Álvaro Obregón
541,2015.0,10.0,Pobreza moderada,Hombre,No especificado,99.0,-66073124843300.0,264073124843000.0,Vivienda,Álvaro Obregón
542,2015.0,10.0,Pobreza moderada,Mujer,0-11,14301.0,115712883823000.0,170307116177000.0,Vivienda,Álvaro Obregón
543,2015.0,10.0,Pobreza moderada,Mujer,60 y mas,10651.0,889714728596000.0,124048527140000.0,Vivienda,Álvaro Obregón
544,2015.0,10.0,Pobreza moderada,Mujer,No especificado,42.0,-433155585831000.0,127315558583000.0,Vivienda,Álvaro Obregón
545,2015.0,10.0,Satisfaccion mínima,Hombre,0-11,6083.0,478420439238000.0,738179560762000.0,Vivienda,Álvaro Obregón
546,2015.0,10.0,Satisfaccion mínima,Hombre,12-29,12966.0,105102074011000.0,154217925989000.0,Vivienda,Álvaro Obregón
547,2015.0,10.0,Satisfaccion mínima,Hombre,30-44,10823.0,845611631531000.0,131898836847000.0,Vivienda,Álvaro Obregón
548,2015.0,10.0,Satisfaccion mínima,Mujer,12-29,12290.0,106494285508000.0,139305714492000.0,Vivienda,Álvaro Obregón
549,2015.0,10.0,Satisfaccion mínima,Mujer,30-44,11380.0,937469591350000.0,13385304086500.0,Vivienda,Álvaro Obregón
550,2015.0,10.0,Estrato medio,Hombre,12-29,22084.0,18632542726600.0,25535457273400.0,Vivienda,Álvaro Obregón
551,2015.0,10.0,Estrato medio,Hombre,60 y mas,12150.0,101431949473000.0,141568050527000.0,Vivienda,Álvaro Obregón
552,2015.0,10.0,Estrato medio,Hombre,No especificado,7.0,-126464744126000.0,266464744126000.0,Vivienda,Álvaro Obregón
553,2015.0,10.0,Estrato medio,Mujer,0-11,10545.0,786051431298000.0,132294856870000.0,Vivienda,Álvaro Obregón
554,2015.0,10.0,Estrato medio,Mujer,12-29,21552.0,181444010932000.0,249595989068000.0,Vivienda,Álvaro Obregón
555,2015.0,10.0,Estrato medio,Mujer,45-59,20431.0,17127768415400.0,23734231584600.0,Vivienda,Álvaro Obregón
556,2015.0,10.0,Estrato medio,Mujer,60 y mas,15872.0,136552003283000.0,180887996717000.0,Vivienda,Álvaro Obregón
557,2015.0,10.0,Estrato medio,Mujer,No especificado,45.0,-35331027847700.0,125331027848000.0,Vivienda,Álvaro Obregón
558,2015.0,10.0,Estrato alto,Hombre,0-11,2882.0,168445402970000.0,407954597030000.0,Vivienda,Álvaro Obregón
559,2015.0,10.0,Estrato alto,Hombre,12-29,7922.0,562823294251000.0,102157670575000.0,Vivienda,Álvaro Obregón
560,2015.0,10.0,Estrato alto,Mujer,30-44,10810.0,717017957083000.0,144498204292000.0,Vivienda,Álvaro Obregón
561,2015.0,10.0,Estrato alto,Mujer,No especificado,77.0,-450890367663000.0,199089036766000.0,Vivienda,Álvaro Obregón
562,2015.0,11.0,Pobreza muy alta,Hombre,0-11,10749.0,866224536390000.0,128357546361000.0,Vivienda,Tláhuac
563,2015.0,11.0,Pobreza muy alta,Mujer,0-11,10656.0,862601461687000.0,126859853831000.0,Vivienda,Tláhuac
564,2015.0,11.0,Pobreza alta,Hombre,12-29,7506.0,573568260109000.0,927631739891000.0,Vivienda,Tláhuac
565,2015.0,11.0,Pobreza alta,Mujer,45-59,3039.0,227007856349000.0,380792143651000.0,Vivienda,Tláhuac
566,2015.0,11.0,Pobreza moderada,Hombre,12-29,16416.0,136267464889000.0,192052535111000.0,Vivienda,Tláhuac
567,2015.0,11.0,Pobreza moderada,Mujer,45-59,9917.0,782017392627000.0,120138260737000.0,Vivienda,Tláhuac
568,2015.0,11.0,Pobreza moderada,Mujer,No especificado,15.0,-172856661792000.0,472856661792000.0,Vivienda,Tláhuac
569,2015.0,11.0,Satisfaccion mínima,Hombre,45-59,4648.0,329447475992000.0,600152524008000.0,Vivienda,Tláhuac
570,2015.0,11.0,Satisfaccion mínima,Hombre,60 y mas,2281.0,148726336349000.0,307473663651000.0,Vivienda,Tláhuac
571,2015.0,11.0,Satisfaccion mínima,Mujer,0-11,3691.0,258531487466000.0,479668512534000.0,Vivienda,Tláhuac
572,2015.0,11.0,Satisfaccion mínima,Mujer,12-29,7100.0,564283879007000.0,855716120993000.0,Vivienda,Tláhuac
573,2015.0,11.0,Satisfaccion mínima,Mujer,60 y mas,2525.0,183989368303000.0,321010631697000.0,Vivienda,Tláhuac
574,2015.0,11.0,Estrato medio,Hombre,12-29,9856.0,801186174496000.0,117001382550000.0,Vivienda,Tláhuac
575,2015.0,11.0,Estrato medio,Hombre,45-59,6627.0,54174866612400.0,78365133387600.0,Vivienda,Tláhuac
576,2015.0,11.0,Estrato medio,Hombre,60 y mas,4163.0,330152922116000.0,502447077884000.0,Vivienda,Tláhuac
577,2015.0,11.0,Estrato medio,Mujer,0-11,3752.0,275063247284000.0,475336752716000.0,Vivienda,Tláhuac
578,2015.0,11.0,Estrato medio,Mujer,45-59,8197.0,679983299575000.0,959416700425000.0,Vivienda,Tláhuac
579,2015.0,11.0,Estrato medio,Mujer,60 y mas,4585.0,368712392928000.0,548287607072000.0,Vivienda,Tláhuac
580,2015.0,11.0,Estrato alto,Hombre,12-29,2526.0,165375908836000.0,339824091164000.0,Vivienda,Tláhuac
581,2015.0,11.0,Estrato alto,Hombre,45-59,2395.0,170636921924000.0,308363078076000.0,Vivienda,Tláhuac
582,2015.0,12.0,Pobreza muy alta,Hombre,0-11,20211.0,165282708986000.0,238937291014000.0,Vivienda,Tlalpan
583,2015.0,12.0,Pobreza muy alta,Hombre,30-44,15938.0,132154510089000.0,186605489911000.0,Vivienda,Tlalpan
584,2015.0,12.0,Pobreza muy alta,Hombre,45-59,6676.0,536365721436000.0,798834278564000.0,Vivienda,Tlalpan
585,2015.0,12.0,Pobreza muy alta,Hombre,60 y mas,3086.0,24404556183300.0,37315443816700.0,Vivienda,Tlalpan
586,2015.0,12.0,Pobreza muy alta,Hombre,No especificado,41.0,-192483412499000.0,101248341250000.0,Vivienda,Tlalpan
587,2015.0,12.0,Pobreza muy alta,Mujer,60 y mas,3706.0,293004778034000.0,448195221966000.0,Vivienda,Tlalpan
588,2015.0,12.0,Pobreza alta,Hombre,45-59,4518.0,3778775103610.0,5257224896390.0,Vivienda,Tlalpan
589,2015.0,12.0,Pobreza alta,Mujer,0-11,6698.0,552313358324000.0,787286641676000.0,Vivienda,Tlalpan
590,2015.0,12.0,Pobreza alta,Mujer,No especificado,19.0,-881781720309000.0,468178172031000.0,Vivienda,Tlalpan
591,2015.0,12.0,Pobreza moderada,Hombre,No especificado,19.0,-879932035239000.0,467993203524000.0,Vivienda,Tlalpan
592,2015.0,12.0,Pobreza moderada,Mujer,60 y mas,8901.0,742981905571000.0,103721809443000.0,Vivienda,Tlalpan
593,2015.0,12.0,Satisfaccion mínima,Mujer,No especificado,34.0,-243331949549000.0,923331949549000.0,Vivienda,Tlalpan
594,2015.0,12.0,Estrato medio,Hombre,30-44,17721.0,148591164532000.0,205828835468000.0,Vivienda,Tlalpan
595,2015.0,12.0,Estrato medio,Hombre,45-59,15070.0,126266216682000.0,175133783318000.0,Vivienda,Tlalpan
596,2015.0,12.0,Estrato medio,Mujer,0-11,8699.0,697604439778000.0,104219556022000.0,Vivienda,Tlalpan
597,2015.0,12.0,Estrato medio,Mujer,12-29,20018.0,169460344241000.0,230899655759000.0,Vivienda,Tlalpan
598,2015.0,12.0,Estrato medio,Mujer,30-44,19385.0,163616781060000.0,224083218940000.0,Vivienda,Tlalpan
599,2015.0,12.0,Estrato medio,Mujer,No especificado,63.0,-553220888808000.0,181322088881000.0,Vivienda,Tlalpan
600,2015.0,12.0,Estrato alto,Hombre,60 y mas,11069.0,873326307089000.0,134047369291000.0,Vivienda,Tlalpan
601,2015.0,12.0,Estrato alto,Mujer,30-44,9280.0,728247774462000.0,112775222554000.0,Vivienda,Tlalpan
602,2015.0,12.0,Estrato alto,Mujer,45-59,11982.0,974772958581000.0,142162704142000.0,Vivienda,Tlalpan
603,2015.0,13.0,Pobreza muy alta,Mujer,0-11,15022.0,113292643863000.0,187147356137000.0,Vivienda,Xochimilco
604,2015.0,13.0,Pobreza muy alta,Mujer,12-29,19103.0,13905416778600.0,24300583221400.0,Vivienda,Xochimilco
605,2015.0,13.0,Pobreza muy alta,Mujer,30-44,13176.0,960118211776000.0,167508178822000.0,Vivienda,Xochimilco
606,2015.0,13.0,Pobreza muy alta,Mujer,No especificado,19.0,563490488206000.0,323650951179000.0,Vivienda,Xochimilco
607,2015.0,13.0,Pobreza alta,Hombre,12-29,7791.0,559062203372000.0,999137796628000.0,Vivienda,Xochimilco
608,2015.0,13.0,Pobreza alta,Hombre,45-59,3784.0,264448901546000.0,492351098454000.0,Vivienda,Xochimilco
609,2015.0,13.0,Pobreza moderada,Mujer,30-44,13747.0,959847174809000.0,178955282519000.0,Vivienda,Xochimilco
610,2015.0,13.0,Pobreza moderada,Mujer,45-59,9381.0,704236383606000.0,117196361639000.0,Vivienda,Xochimilco
611,2015.0,13.0,Satisfaccion mínima,Hombre,60 y mas,2286.0,159047134643000.0,298152865357000.0,Vivienda,Xochimilco
612,2015.0,13.0,Satisfaccion mínima,Mujer,12-29,5988.0,371813182439000.0,825786817561000.0,Vivienda,Xochimilco
613,2015.0,13.0,Estrato medio,Hombre,12-29,10859.0,789827030632000.0,138197296937000.0,Vivienda,Xochimilco
614,2015.0,13.0,Estrato medio,Hombre,No especificado,44.0,-52444986680000.0,140444986680000.0,Vivienda,Xochimilco
615,2015.0,13.0,Estrato medio,Mujer,0-11,4057.0,259690799415000.0,551709200585000.0,Vivienda,Xochimilco
616,2015.0,13.0,Estrato medio,Mujer,45-59,8763.0,661638646019000.0,109096135398000.0,Vivienda,Xochimilco
617,2015.0,13.0,Estrato alto,Hombre,0-11,1293.0,588853385451000.0,199714661455000.0,Vivienda,Xochimilco
618,2015.0,13.0,Estrato alto,Mujer,30-44,3695.0,212543348187000.0,526456651813000.0,Vivienda,Xochimilco
619,2015.0,14.0,Pobreza muy alta,Hombre,45-59,1196.0,502932884949000.0,188906711505000.0,Vivienda,Benito Juárez
620,2015.0,14.0,Pobreza muy alta,Mujer,0-11,3113.0,125422546154000.0,497177453846000.0,Vivienda,Benito Juárez
621,2015.0,14.0,Pobreza muy alta,Mujer,12-29,3285.0,180483228889000.0,476516771111000.0,Vivienda,Benito Juárez
622,2015.0,14.0,Pobreza alta,Hombre,30-44,2106.0,13123371662600.0,28996628337400.0,Vivienda,Benito Juárez
623,2015.0,14.0,Pobreza alta,Hombre,45-59,1348.0,680547177612000.0,201545282239000.0,Vivienda,Benito Juárez
624,2015.0,14.0,Pobreza alta,Hombre,60 y mas,714.0,36408987239300.0,106391012761000.0,Vivienda,Benito Juárez
625,2015.0,14.0,Pobreza moderada,Hombre,0-11,3895.0,213244235457000.0,565755764543000.0,Vivienda,Benito Juárez
626,2015.0,14.0,Pobreza moderada,Hombre,60 y mas,3946.0,251642137678000.0,537557862322000.0,Vivienda,Benito Juárez
627,2015.0,14.0,Pobreza moderada,Mujer,12-29,7777.0,497710350246000.0,105768964975000.0,Vivienda,Benito Juárez
628,2015.0,14.0,Pobreza moderada,Mujer,30-44,7750.0,514738523578000.0,103526147642000.0,Vivienda,Benito Juárez
629,2015.0,14.0,Satisfaccion mínima,Hombre,12-29,7191.0,458771003341000.0,979428996659000.0,Vivienda,Benito Juárez
630,2015.0,14.0,Estrato medio,Hombre,12-29,18371.0,152064091963000.0,215355908037000.0,Vivienda,Benito Juárez
631,2015.0,14.0,Estrato medio,Hombre,45-59,15444.0,126876003976000.0,182003996024000.0,Vivienda,Benito Juárez
632,2015.0,14.0,Estrato medio,Hombre,60 y mas,10051.0,823416352857000.0,118678364714000.0,Vivienda,Benito Juárez
633,2015.0,14.0,Estrato medio,Mujer,30-44,22532.0,192409557404000.0,258230442596000.0,Vivienda,Benito Juárez
634,2015.0,14.0,Estrato medio,Mujer,45-59,17950.0,148358031153000.0,210641968847000.0,Vivienda,Benito Juárez
635,2015.0,14.0,Estrato alto,Hombre,12-29,7847.0,623897734396000.0,945502265604000.0,Vivienda,Benito Juárez
636,2015.0,14.0,Estrato alto,Hombre,45-59,11384.0,889908256504000.0,138689174350000.0,Vivienda,Benito Juárez
637,2015.0,14.0,Estrato alto,Mujer,12-29,8961.0,728746596643000.0,106345340336000.0,Vivienda,Benito Juárez
638,2015.0,14.0,Estrato alto,Mujer,30-44,16167.0,131821957776000.0,191518042224000.0,Vivienda,Benito Juárez
639,2015.0,15.0,Pobreza muy alta,Hombre,12-29,9532.0,724877841343000.0,118152215866000.0,Vivienda,Cuauhtémoc
640,2015.0,15.0,Pobreza muy alta,Hombre,30-44,7172.0,529160671701000.0,905239328299000.0,Vivienda,Cuauhtémoc
641,2015.0,15.0,Pobreza muy alta,Hombre,45-59,3930.0,253397905617000.0,532602094383000.0,Vivienda,Cuauhtémoc
